Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
1678,1,2,2,2,3.0,6,1,1
1678,1,2,2,1,6.0,3,2,1
1678,1,2,2,4,,0,2,1
1785,1,2,2,1,3.0,5,2,0
1785,1,2,2,1,7.0,0,1,0
1785,1,2,2,2,3.0,7,2,0
1785,1,2,2,2,1.0,7,1,0
1785,1,2,2,2,2.0,3,1,0
1786,1,2,2,2,3.0,8,2,0
1785,1,2,2,2,4.0,7,2,0
1785,1,2,2,2,7.0,0,2,0
1786,1,2,2,4,3.0,8,1,0
1785,1,2,2,4,6.0,4,2,0
1785,1,2,2,4,7.0,2,2,0
1786,1,2,2,5,,3,1,0
1786,1,2,2,5,6.0,3,3,0
1785,1,2,2,6,4.0,3,1,0
1786,1,2,2,6,6.0,3,2,0
1785,1,2,2,8,8.0,1,1,0
1785,1,2,2,2,4.0,4,1,1
1785,1,2,2,8,7.0,1,2,1
1785,1,2,2,2,6.0,3,3,1
1785,1,2,2,2,4.0,3,1,1
1785,1,2,2,3,5.0,4,2,1
1785,1,2,2,1,6.0,1,2,2
1898,1,2,2,2,6.0,4,1,0
1898,1,2,2,8,4.0,6,1,0
1898,1,2,2,0,2.0,8,3,0
1898,1,2,2,1,1.0,9,3,0
1898,1,2,2,1,5.0,5,1,0
1898,1,2,2,1,5.0,2,2,0
1898,1,2,2,1,8.0,1,2,0
1898,1,2,2,2,4.0,8,2,0
1898,1,2,2,2,4.0,5,2,0
1898,1,2,2,2,5.0,1,3,0
1898,1,2,2,2,6.0,3,3,0
1898,1,2,2,2,,1,3,0
1898,1,2,2,2,7.0,2,2,0
1898,1,2,2,3,3.0,8,2,0
1898,1,2,2,4,4.0,5,1,0
1898,1,2,2,4,5.0,1,2,0
1898,1,2,2,4,6.0,4,1,0
1898,1,2,2,4,8.0,1,2,0
1898,1,2,2,5,1.0,7,2,0
1898,1,2,2,5,4.0,6,2,0
1898,1,2,2,5,,2,3,0
1898,1,2,2,6,3.0,5,2,0
1898,1,2,2,8,6.0,4,3,0
1898,1,2,2,2,2.0,8,3,1
1898,1,2,2,2,6.0,5,2,1
1898,1,2,2,6,,2,3,1
1898,1,2,2,5,3.0,5,2,1
1898,1,2,2,6,7.0,1,2,1
2016,1,2,2,1,,5,3,0
2015,1,2,2,1,7.0,2,1,0
2015,1,2,2,2,2.0,4,2,0
2016,1,2,2,2,5.0,7,3,0
2016,1,2,2,2,6.0,4,3,0
2016,1,2,2,2,6.0,5,2,0
2015,1,2,2,2,6.0,2,2,0
2016,1,2,2,2,9.0,0,3,0
2016,1,2,2,2,5.0,3,1,0
2016,1,2,2,2,7.0,2,2,0
2016,1,2,2,2,8.0,2,2,0
2015,1,2,2,2,8.0,1,2,0
2015,1,2,2,3,3.0,3,3,0
2016,1,2,2,3,8.0,0,2,0
2015,1,2,2,5,,5,1,0
2016,1,2,2,5,7.0,0,1,0
2015,1,2,2,6,6.0,4,2,0
2016,1,2,2,6,7.0,2,2,0
2015,1,2,2,10,8.0,0,2,0
2015,1,2,2,1,,5,2,1
2138,1,2,2,1,5.0,5,2,0
2138,1,2,2,2,4.0,4,3,0
2138,1,2,2,2,6.0,4,2,0
2138,1,2,2,2,7.0,3,2,0
2139,1,2,2,2,4.0,4,1,0
2139,1,2,2,2,6.0,4,3,0
2138,1,2,2,2,,3,2,0
2138,1,2,2,2,8.0,1,2,0
2139,1,2,2,3,,7,1,0
2139,1,2,2,4,4.0,6,1,0
2138,1,2,2,4,6.0,3,2,0
2138,1,2,2,4,8.0,0,2,0
2139,1,2,2,5,1.0,7,1,0
2138,1,2,2,5,8.0,1,2,0
2138,1,2,2,6,4.0,4,1,0
2139,1,2,2,7,7.0,3,2,0
2138,1,2,2,2,5.0,4,1,1
2138,1,2,2,2,2.0,9,3,1
2139,1,2,2,2,5.0,5,1,1
2139,1,2,2,3,4.0,3,2,1
2267,1,2,2,1,0.0,7,2,0
2267,1,2,2,2,1.0,6,2,0
2267,1,2,2,2,2.0,9,2,0
2267,1,2,2,2,2.0,9,2,0
2267,1,2,2,2,6.0,3,1,0
2267,1,2,2,2,,1,3,0
2267,1,2,2,3,9.0,0,2,0
2267,1,2,2,5,8.0,3,1,0
2267,1,2,2,5,10.0,0,3,0
2267,1,2,2,6,10.0,0,2,0
2267,1,2,2,8,4.0,8,1,0
2267,1,2,2,8,9.0,1,2,0
2267,1,2,2,3,6.0,4,2,1
2267,1,2,2,2,4.0,4,3,1
2267,1,2,2,8,9.0,1,2,1
2267,1,2,2,1,2.0,8,3,2
2402,1,2,2,1,3.0,5,1,0
2401,1,2,2,1,,6,1,0
2401,1,2,2,2,3.0,10,1,0
2401,1,2,2,2,6.0,6,1,0
2402,1,2,2,2,,6,3,0
2401,1,2,2,2,8.0,0,2,0
2402,1,2,2,4,7.0,2,2,0
2401,1,2,2,5,3.0,8,2,0
2402,1,2,2,5,9.0,0,3,0
2401,1,2,2,6,2.0,7,2,0
2402,1,2,2,6,8.0,1,2,0
2401,1,2,2,8,9.0,0,2,0
2401,1,2,2,10,8.0,1,2,0
2401,1,2,2,5,5.0,5,2,1
2401,1,2,2,5,5.0,4,1,1
2401,1,2,2,6,7.0,1,2,1
2401,1,2,2,2,6.0,4,2,1
2542,1,2,2,0,,6,3,0
2542,1,2,2,1,1.0,10,2,0
2541,1,2,2,1,3.0,8,2,0
2542,1,2,2,2,4.0,5,3,0
2541,1,2,2,2,5.0,4,2,0
2541,1,2,2,2,5.0,6,2,0
2541,1,2,2,2,7.0,1,1,0
2542,1,2,2,4,5.0,6,3,0
2542,1,2,2,4,7.0,3,2,0
2542,1,2,2,4,8.0,1,2,0
2542,1,2,2,2,4.0,8,1,1
2541,1,2,2,5,2.0,9,2,1
2541,1,2,2,5,4.0,5,1,1
2688,1,2,2,0,4.0,7,1,0
2688,1,2,2,1,2.0,5,2,0
2687,1,2,2,1,,5,2,0
2688,1,2,2,2,1.0,10,2,0
2688,1,2,2,2,2.0,6,1,0
2688,1,2,2,2,4.0,7,2,0
2688,1,2,2,2,10.0,1,3,0
2688,1,2,2,3,7.0,4,2,0
2688,1,2,2,4,5.0,8,2,0
2687,1,2,2,5,3.0,9,3,0
2688,1,2,2,5,7.0,3,2,0
2688,1,2,2,6,8.0,2,1,0
2688,1,2,2,2,9.0,1,2,1
2687,1,2,2,6,8.0,3,2,1
2688,1,2,2,2,2.0,9,2,1
2688,1,2,2,2,5.0,1,1,1
2688,1,2,2,4,7.0,3,2,1
2688,1,2,2,2,7.0,3,1,1
2688,1,2,2,2,8.0,3,2,1
2840,1,2,2,2,7.0,4,2,0
2840,1,2,2,1,3.0,9,1,0
2840,1,2,2,1,7.0,3,2,0
2840,1,2,2,4,7.0,0,2,0
2840,1,2,2,5,6.0,4,2,0
2840,1,2,2,1,4.0,7,2,1
2840,1,2,2,1,2.0,10,1,1
2999,1,2,2,1,1.0,10,1,0
2999,1,2,2,1,4.0,7,2,0
2999,1,2,2,1,7.0,4,2,0
2999,1,2,2,1,9.0,2,3,0
2999,1,2,2,2,4.0,8,2,0
2999,1,2,2,2,2.0,8,2,0
2999,1,2,2,2,5.0,7,3,0
2999,1,2,2,2,5.0,4,2,0
2999,1,2,2,2,8.0,2,3,0
2999,1,2,2,3,5.0,7,1,0
2999,1,2,2,3,8.0,2,1,0
2999,1,2,2,4,5.0,6,2,0
2999,1,2,2,4,7.0,4,1,0
2999,1,2,2,5,3.0,5,2,0
2999,1,2,2,5,6.0,4,3,0
2999,1,2,2,5,6.0,6,1,0
2999,1,2,2,8,8.0,2,2,0
2999,1,2,2,2,6.0,7,3,1
2999,1,2,2,2,,3,2,1
2999,1,2,2,1,1.0,10,2,1
2999,1,2,2,4,,5,2,1
2999,1,2,2,2,7.0,5,2,1
2999,1,2,2,4,2.0,11,2,1
3165,1,2,2,0,8.0,3,2,0
3165,1,2,2,2,5.0,6,3,0
3165,1,2,2,2,9.0,1,2,0
3164,1,2,2,2,11.0,0,2,0
3164,1,2,2,5,,8,1,0
3164,1,2,2,5,,4,2,0
3164,1,2,2,2,11.0,0,2,1
3337,1,2,2,1,2.0,11,2,0
3337,1,2,2,1,3.0,9,3,0
3336,1,2,2,2,5.0,4,2,0
3337,1,2,2,2,6.0,5,2,0
3337,1,2,2,5,6.0,7,3,0
3337,1,2,2,6,5.0,6,2,0
3337,1,2,2,9,11.0,2,3,0
3337,1,2,2,2,1.0,10,3,1
3337,1,2,2,2,9.0,1,1,1
3337,1,2,2,5,6.0,6,3,1
3500,1,2,2,2,,3,2,0
3500,1,2,2,2,6.0,7,3,0
3500,1,2,2,2,9.0,3,2,0
3500,1,2,2,4,3.0,7,3,0
3500,1,2,2,5,5.0,8,3,1
3500,1,2,2,2,12.0,0,2,1
3500,1,2,2,0,7.0,5,1,2
3500,1,2,2,2,6.0,9,2,0
3500,1,2,2,0,3.0,10,1,0
3500,1,2,2,2,7.0,5,2,0
3500,1,2,2,5,9.0,3,2,0
3500,1,2,2,1,8.0,1,1,1
3500,1,2,2,1,2.0,10,2,0
3500,1,2,2,2,4.0,7,3,0
3500,1,2,2,2,4.0,7,2,0
3500,1,2,2,2,6.0,4,1,0
3500,1,2,2,5,4.0,10,1,0
3500,1,2,2,2,7.0,2,2,1
3500,1,2,2,3,7.0,5,2,1
150,2,1,2,2,2.0,1,1,0
168,2,1,2,2,2.0,0,1,0
168,2,1,2,8,3.0,1,2,0
188,2,1,2,2,2.0,1,2,0
188,2,1,2,4,3.0,1,3,0
209,2,1,2,4,2.0,0,2,0
232,2,1,2,0,3.0,0,3,0
256,2,1,2,1,3.0,1,2,0
256,2,1,2,2,2.0,2,2,0
283,2,1,2,0,2.0,2,3,0
283,2,1,2,0,3.0,1,2,0
283,2,1,2,1,4.0,1,1,0
283,2,1,2,2,3.0,1,1,0
312,2,1,2,2,3.0,1,1,0
311,2,1,2,3,3.0,1,3,0
312,2,1,2,8,1.0,1,3,0
342,2,1,2,8,4.0,1,2,0
342,2,1,2,1,3.0,0,3,0
342,2,1,2,2,2.0,0,2,0
342,2,1,2,2,3.0,2,1,0
342,2,1,2,3,4.0,0,2,0
375,2,1,2,1,2.0,3,2,0
375,2,1,2,2,2.0,3,1,0
375,2,1,2,2,,2,3,0
375,2,1,2,4,2.0,2,2,0
375,2,1,2,4,6.0,0,1,0
411,2,1,2,1,4.0,1,2,0
410,2,1,2,0,5.0,0,2,0
411,2,1,2,1,,0,2,0
410,2,1,2,1,2.0,1,3,0
410,2,1,2,2,,3,2,0
410,2,1,2,2,2.0,2,3,0
411,2,1,2,2,2.0,1,2,0
410,2,1,2,2,3.0,2,2,0
411,2,1,2,2,4.0,1,3,0
410,2,1,2,3,3.0,1,1,0
410,2,1,2,4,,3,1,0
410,2,1,2,4,3.0,3,2,0
410,2,1,2,4,5.0,0,1,0
410,2,1,2,5,5.0,0,2,0
411,2,1,2,6,5.0,1,3,0
411,2,1,2,5,3.0,2,1,1
448,2,1,2,1,1.0,3,2,0
448,2,1,2,1,2.0,1,2,0
448,2,1,2,1,4.0,0,2,0
448,2,1,2,1,5.0,1,1,0
448,2,1,2,2,1.0,1,2,0
448,2,1,2,2,3.0,2,1,0
448,2,1,2,2,4.0,2,3,0
448,2,1,2,2,4.0,1,2,0
448,2,1,2,2,5.0,0,2,0
448,2,1,2,5,3.0,0,2,0
488,2,1,2,0,5.0,0,2,0
488,2,1,2,2,1.0,2,2,0
488,2,1,2,2,,0,1,0
488,2,1,2,2,2.0,4,2,0
488,2,1,2,2,3.0,3,1,0
488,2,1,2,2,4.0,0,1,0
488,2,1,2,4,1.0,3,2,0
488,2,1,2,4,4.0,1,2,0
489,2,1,2,5,6.0,0,2,0
488,2,1,2,1,,2,1,1
531,2,1,2,0,1.0,4,1,0
531,2,1,2,1,1.0,4,1,0
531,2,1,2,1,2.0,2,1,0
531,2,1,2,2,2.0,4,2,0
531,2,1,2,2,,1,3,0
531,2,1,2,2,3.0,2,1,0
531,2,1,2,2,3.0,2,3,0
531,2,1,2,2,5.0,0,1,0
531,2,1,2,2,5.0,0,2,0
531,2,1,2,4,1.0,3,3,0
531,2,1,2,5,1.0,2,2,0
531,2,1,2,5,4.0,1,2,0
577,2,1,2,0,1.0,2,2,0
577,2,1,2,0,4.0,0,2,0
577,2,1,2,2,2.0,4,3,0
577,2,1,2,2,5.0,0,2,0
577,2,1,2,2,6.0,0,2,0
577,2,1,2,2,,2,3,0
577,2,1,2,2,5.0,1,1,0
577,2,1,2,3,2.0,2,1,0
577,2,1,2,4,,2,3,0
577,2,1,2,4,5.0,1,3,0
577,2,1,2,5,5.0,0,3,0
577,2,1,2,8,3.0,3,2,0
577,2,1,2,3,2.0,1,3,1
626,2,1,2,0,4.0,1,2,0
625,2,1,2,1,1.0,1,1,0
625,2,1,2,1,1.0,0,1,0
625,2,1,2,1,5.0,0,2,0
625,2,1,2,2,3.0,2,3,0
625,2,1,2,2,4.0,1,1,0
626,2,1,2,2,,5,2,0
625,2,1,2,4,3.0,4,3,0
625,2,1,2,4,6.0,0,2,0
625,2,1,2,5,2.0,4,3,0
677,2,1,2,0,6.0,1,3,0
677,2,1,2,1,3.0,3,1,0
677,2,1,2,1,4.0,0,1,0
677,2,1,2,2,2.0,3,2,0
677,2,1,2,2,2.0,5,1,0
677,2,1,2,2,1.0,4,2,0
677,2,1,2,2,2.0,4,2,0
677,2,1,2,2,3.0,4,2,0
677,2,1,2,2,4.0,2,2,0
677,2,1,2,4,5.0,1,2,0
677,2,1,2,4,6.0,0,2,0
677,2,1,2,5,2.0,4,2,0
677,2,1,2,5,,3,2,0
677,2,1,2,2,5.0,0,1,1
731,2,1,2,0,1.0,4,2,0
731,2,1,2,0,6.0,0,2,0
731,2,1,2,1,1.0,2,1,0
732,2,1,2,1,2.0,3,1,0
732,2,1,2,1,3.0,3,1,0
732,2,1,2,1,3.0,4,1,0
732,2,1,2,1,4.0,1,3,0
732,2,1,2,1,4.0,2,2,0
731,2,1,2,1,5.0,2,2,0
731,2,1,2,1,,0,2,0
732,2,1,2,2,2.0,4,1,0
731,2,1,2,2,3.0,4,3,0
732,2,1,2,2,4.0,3,3,0
732,2,1,2,2,6.0,0,1,0
731,2,1,2,3,2.0,5,3,0
731,2,1,2,4,6.0,1,2,0
731,2,1,2,6,6.0,1,1,0
790,2,1,2,0,1.0,4,2,0
789,2,1,2,0,,2,2,0
789,2,1,2,0,5.0,3,2,0
790,2,1,2,1,1.0,5,3,0
789,2,1,2,1,3.0,2,3,0
789,2,1,2,1,4.0,2,3,0
789,2,1,2,1,4.0,3,2,0
789,2,1,2,2,6.0,0,3,0
851,2,1,2,2,5.0,1,2,0
851,2,1,2,1,1.0,3,3,0
851,2,1,2,1,3.0,2,3,0
850,2,1,2,2,2.0,5,2,0
851,2,1,2,2,3.0,5,3,0
851,2,1,2,2,4.0,0,2,0
851,2,1,2,2,6.0,0,2,0
851,2,1,2,2,6.0,0,2,0
851,2,1,2,3,2.0,4,1,0
850,2,1,2,4,5.0,3,2,0
851,2,1,2,4,6.0,0,2,0
851,2,1,2,8,5.0,1,1,0
915,2,1,2,0,5.0,2,3,0
915,2,1,2,0,5.0,0,3,0
915,2,1,2,1,4.0,3,2,0
915,2,1,2,1,4.0,2,2,0
916,2,1,2,1,7.0,0,3,0
915,2,1,2,2,4.0,5,3,0
915,2,1,2,2,4.0,2,1,0
915,2,1,2,2,,2,2,0
915,2,1,2,2,2.0,5,1,0
915,2,1,2,2,2.0,6,3,0
915,2,1,2,2,4.0,4,1,0
915,2,1,2,2,6.0,0,1,0
915,2,1,2,5,3.0,0,1,0
916,2,1,2,5,4.0,2,2,0
916,2,1,2,5,5.0,0,2,0
915,2,1,2,5,5.0,3,3,0
916,2,1,2,8,1.0,0,1,0
916,2,1,2,8,7.0,0,2,0
984,2,1,2,1,3.0,5,2,0
984,2,1,2,1,3.0,3,2,0
984,2,1,2,1,5.0,2,1,0
984,2,1,2,2,4.0,3,1,0
984,2,1,2,4,3.0,3,3,0
984,2,1,2,4,5.0,0,1,0
984,2,1,2,4,7.0,0,2,0
984,2,1,2,5,2.0,6,3,0
984,2,1,2,6,,1,1,0
984,2,1,2,1,6.0,1,1,1
1056,2,1,2,2,4.0,3,3,0
1056,2,1,2,1,0.0,1,1,0
1056,2,1,2,2,5.0,3,2,0
1056,2,1,2,2,2.0,5,2,0
1056,2,1,2,2,3.0,0,2,0
1056,2,1,2,2,5.0,2,3,0
1056,2,1,2,2,,0,2,0
1056,2,1,2,8,4.0,4,2,0
1056,2,1,2,8,5.0,3,1,0
1132,2,1,2,0,2.0,5,3,0
1132,2,1,2,0,3.0,5,3,0
1132,2,1,2,1,2.0,6,1,0
1132,2,1,2,1,4.0,3,1,0
1132,2,1,2,1,5.0,3,2,0
1132,2,1,2,1,,1,2,0
1132,2,1,2,3,6.0,1,3,0
1132,2,1,2,4,,4,1,0
1132,2,1,2,4,8.0,0,1,0
1132,2,1,2,5,4.0,4,3,0
1132,2,1,2,5,4.0,0,1,0
1132,2,1,2,5,6.0,1,3,0
1132,2,1,2,5,6.0,0,2,0
1132,2,1,2,0,6.0,2,1,1
1212,2,1,2,0,0.0,6,1,0
1212,2,1,2,0,1.0,0,2,0
1212,2,1,2,0,2.0,4,1,0
1212,2,1,2,1,1.0,6,2,0
1212,2,1,2,1,3.0,5,3,0
1212,2,1,2,2,3.0,2,3,0
1212,2,1,2,2,3.0,4,2,0
1212,2,1,2,2,7.0,0,1,0
1212,2,1,2,3,2.0,2,3,0
1212,2,1,2,4,8.0,0,2,0
1212,2,1,2,6,7.0,0,1,0
1212,2,1,2,2,1.0,7,2,1
1296,2,1,2,0,4.0,0,3,0
1296,2,1,2,1,2.0,7,1,0
1297,2,1,2,1,5.0,3,2,0
1297,2,1,2,1,,3,2,0
1296,2,1,2,1,6.0,0,2,0
1297,2,1,2,2,4.0,3,3,0
1296,2,1,2,2,5.0,2,3,0
1296,2,1,2,2,,2,2,0
1297,2,1,2,4,5.0,2,3,0
1297,2,1,2,5,,7,2,0
1296,2,1,2,5,4.0,5,2,0
1297,2,1,2,10,6.0,2,1,0
1385,2,1,2,0,,3,3,0
1385,2,1,2,1,1.0,8,1,0
1385,2,1,2,1,2.0,8,3,0
1385,2,1,2,1,3.0,5,2,0
1385,2,1,2,1,4.0,4,1,0
1385,2,1,2,1,7.0,0,3,0
1385,2,1,2,1,7.0,0,1,0
1385,2,1,2,2,4.0,4,1,0
1385,2,1,2,2,5.0,0,1,0
1385,2,1,2,2,6.0,2,2,0
1385,2,1,2,5,4.0,4,2,0
1385,2,1,2,5,5.0,2,1,0
1385,2,1,2,5,6.0,2,2,0
1385,2,1,2,2,8.0,1,1,1
1385,2,1,2,0,2.0,8,1,1
1478,2,1,2,1,2.0,8,3,0
1478,2,1,2,1,6.0,2,3,0
1478,2,1,2,1,6.0,3,2,0
1478,2,1,2,2,3.0,6,2,0
1478,2,1,2,2,4.0,5,2,0
1478,2,1,2,2,4.0,2,2,0
1478,2,1,2,2,5.0,2,2,0
1478,2,1,2,2,8.0,1,2,0
1478,2,1,2,5,5.0,2,2,0
1478,2,1,2,5,6.0,4,2,0
1478,2,1,2,2,5.0,2,1,1
1478,2,1,2,5,7.0,1,3,1
1575,2,1,2,1,,7,1,0
1576,2,1,2,1,4.0,5,2,0
1576,2,1,2,1,5.0,3,3,0
1576,2,1,2,2,7.0,1,2,0
1576,2,1,2,2,0.0,4,2,0
1576,2,1,2,2,4.0,4,1,0
1576,2,1,2,2,5.0,1,1,0
1575,2,1,2,2,6.0,4,1,0
1576,2,1,2,3,5.0,3,2,0
1575,2,1,2,5,7.0,3,2,0
1576,2,1,2,2,8.0,1,1,1
1678,2,1,2,0,2.0,8,2,0
1678,2,1,2,1,1.0,8,1,0
1678,2,1,2,1,2.0,6,3,0
1678,2,1,2,1,,2,2,0
1678,2,1,2,1,7.0,1,1,0
1678,2,1,2,2,2.0,5,2,0
1678,2,1,2,2,4.0,4,2,0
1678,2,1,2,2,8.0,0,2,0
1678,2,1,2,1,7.0,0,2,1
1785,2,1,2,0,0.0,9,2,0
1785,2,1,2,0,5.0,6,2,0
1785,2,1,2,0,5.0,2,3,0
1786,2,1,2,0,5.0,3,1,0
1786,2,1,2,0,7.0,0,1,0
1785,2,1,2,1,3.0,4,2,0
1785,2,1,2,1,4.0,4,3,0
1785,2,1,2,1,,1,1,0
1786,2,1,2,2,3.0,3,1,0
1785,2,1,2,2,6.0,3,1,0
1785,2,1,2,2,2.0,2,2,0
1786,2,1,2,2,5.0,5,1,0
1785,2,1,2,2,5.0,5,1,0
1785,2,1,2,2,8.0,0,2,0
1786,2,1,2,4,8.0,1,3,0
1785,2,1,2,5,6.0,3,2,0
1785,2,1,2,5,7.0,3,2,0
1786,2,1,2,2,7.0,1,2,1
1898,2,1,2,0,,1,2,0
1898,2,1,2,1,2.0,5,2,0
1898,2,1,2,1,5.0,4,2,0
1898,2,1,2,1,7.0,3,2,0
1898,2,1,2,2,4.0,5,1,0
1898,2,1,2,2,6.0,2,2,0
1898,2,1,2,2,6.0,2,1,0
1898,2,1,2,2,8.0,1,2,0
1898,2,1,2,4,5.0,5,3,0
1898,2,1,2,4,6.0,0,3,0
1898,2,1,2,4,8.0,0,2,0
1898,2,1,2,6,6.0,3,2,0
1898,2,1,2,2,4.0,4,3,2
2015,2,1,2,0,,4,2,0
2016,2,1,2,0,4.0,5,2,0
2015,2,1,2,1,6.0,3,2,0
2016,2,1,2,2,5.0,3,2,0
2015,2,1,2,2,4.0,6,1,0
2016,2,1,2,2,5.0,5,2,0
2016,2,1,2,2,5.0,4,1,0
2015,2,1,2,2,,1,1,0
2016,2,1,2,2,8.0,2,2,0
2015,2,1,2,2,,0,1,0
2015,2,1,2,4,4.0,0,1,0
2016,2,1,2,5,3.0,3,2,0
2139,2,1,2,0,1.0,8,1,0
2139,2,1,2,1,1.0,2,2,0
2138,2,1,2,1,4.0,5,1,0
2139,2,1,2,1,5.0,0,3,0
2138,2,1,2,1,7.0,2,1,0
2139,2,1,2,1,8.0,2,1,0
2139,2,1,2,2,3.0,8,3,0
2139,2,1,2,2,2.0,4,1,0
2138,2,1,2,2,7.0,4,2,0
2139,2,1,2,2,7.0,0,2,0
2139,2,1,2,2,8.0,2,2,0
2139,2,1,2,2,9.0,0,1,0
2139,2,1,2,6,4.0,7,1,0
2139,2,1,2,1,2.0,7,2,1
2267,2,1,2,1,7.0,3,3,0
2267,2,1,2,1,8.0,1,2,0
2267,2,1,2,1,8.0,2,1,0
2267,2,1,2,2,,1,3,0
2267,2,1,2,2,8.0,0,2,0
2267,2,1,2,2,1.0,1,2,0
2267,2,1,2,2,7.0,3,1,0
2267,2,1,2,3,9.0,0,1,0
2267,2,1,2,4,11.0,0,1,0
2267,2,1,2,5,5.0,6,1,0
2267,2,1,2,2,6.0,3,1,1
2267,2,1,2,2,1.0,2,1,1
2267,2,1,2,2,9.0,1,1,2
2402,2,1,2,1,4.0,7,1,0
2401,2,1,2,0,6.0,3,1,0
2401,2,1,2,1,1.0,7,1,0
2402,2,1,2,2,,0,2,0
2401,2,1,2,2,8.0,1,2,0
2401,2,1,2,4,6.0,1,3,0
2542,2,1,2,8,8.0,2,3,0
2541,2,1,2,2,4.0,2,2,0
2542,2,1,2,2,8.0,2,3,0
2542,2,1,2,2,9.0,1,2,0
2542,2,1,2,2,9.0,0,2,0
2542,2,1,2,4,6.0,1,2,0
2542,2,1,2,2,6.0,2,1,1
2541,2,1,2,2,3.0,1,2,1
2688,2,1,2,0,2.0,5,1,0
2688,2,1,2,0,3.0,9,2,0
2688,2,1,2,0,6.0,2,2,0
2688,2,1,2,0,7.0,2,3,0
2687,2,1,2,1,1.0,8,1,0
2688,2,1,2,2,,3,3,0
2688,2,1,2,4,7.0,3,2,0
2687,2,1,2,4,10.0,0,3,0
2688,2,1,2,8,4.0,5,3,0
2840,2,1,2,0,1.0,4,1,0
2840,2,1,2,1,9.0,2,2,0
2840,2,1,2,2,5.0,7,2,0
2840,2,1,2,4,10.0,1,2,0
2999,2,1,2,1,5.0,3,1,0
2999,2,1,2,2,6.0,4,3,0
2999,2,1,2,2,8.0,3,3,1
3165,2,1,2,1,7.0,4,1,0
3164,2,1,2,2,8.0,3,1,0
3337,2,1,2,2,2.0,4,2,0
3337,2,1,2,0,1.0,6,2,0
3336,2,1,2,1,4.0,1,1,0
3337,2,1,2,2,10.0,0,1,0
3500,2,1,2,1,1.0,5,2,0
3500,2,1,2,1,5.0,3,2,0
3500,2,1,2,2,6.0,0,2,0
3500,2,1,2,2,9.0,3,2,1
3500,2,1,2,6,11.0,1,2,0
3500,2,1,2,2,11.0,1,2,1
3500,2,1,2,1,2.0,7,3,1
209,2,1,1,0,0.0,0,2,1
283,2,2,1,0,0.0,0,2,1
342,1,2,1,0,0.0,0,2,1
410,2,1,1,0,0.0,0,2,1
625,1,2,1,0,0.0,0,2,1
789,1,2,1,0,0.0,0,1,1
984,1,1,1,0,0.0,0,3,1
984,2,1,1,0,0.0,0,2,1
1056,1,2,1,0,0.0,0,2,1
1132,1,1,1,0,0.0,0,2,0
1132,2,2,1,0,0.0,0,2,1
1478,1,1,1,0,,0,2,2
1478,2,1,1,0,0.0,0,2,0
1576,2,1,1,0,0.0,0,1,0
1678,1,1,1,0,0.0,0,2,1
1785,2,1,1,0,0.0,0,2,1
1785,2,2,1,0,0.0,0,2,2
2688,2,1,1,0,0.0,0,2,1
2999,2,2,1,0,0.0,0,2,0
3336,1,1,1,0,0.0,0,2,1
3337,1,2,1,0,,0,2,0
3500,2,1,1,0,0.0,0,1,1
3500,2,2,1,0,0.0,0,2,1
3500,1,1,1,0,0.0,0,1,1
3500,1,2,1,0,0.0,0,1,1
3500,1,2,1,0,,0,1,1
151,1,1,3,2,4.0,0,1,0
151,1,2,3,2,1.0,0,1,0
168,1,2,3,5,2.0,0,3,0
169,1,2,3,6,4.0,0,1,0
188,1,1,3,2,3.0,0,3,0
188,1,1,3,5,4.0,0,1,0
209,1,1,3,0,3.0,0,1,0
209,1,1,3,4,3.0,0,1,0
209,1,1,3,4,3.0,0,1,0
209,1,1,3,8,5.0,0,1,0
209,1,2,3,4,4.0,0,3,0
209,1,2,3,5,2.0,0,1,0
232,1,1,3,2,5.0,0,1,0
232,1,2,3,1,1.0,0,1,0
232,1,2,3,4,,0,3,0
232,1,2,3,5,3.0,0,2,1
257,1,1,3,2,2.0,0,1,0
256,1,1,3,4,3.0,0,3,0
257,1,1,3,4,4.0,0,2,0
257,1,2,3,2,4.0,0,1,0
257,1,2,3,2,4.0,0,1,0
283,1,2,3,2,5.0,0,3,0
283,1,2,3,2,5.0,0,1,0
283,1,2,3,5,3.0,0,1,0
375,1,1,3,2,5.0,0,2,0
375,1,1,3,2,5.0,0,1,0
375,1,1,3,4,3.0,0,2,0
375,1,1,3,5,4.0,0,1,0
375,1,1,3,5,5.0,0,3,0
375,1,1,3,5,6.0,0,2,0
375,1,2,3,1,0.0,0,2,0
375,1,2,3,4,1.0,0,1,0
375,1,2,3,4,3.0,0,3,0
375,1,2,3,4,6.0,0,3,0
410,1,1,3,4,,0,1,0
410,1,1,3,4,6.0,0,3,0
411,1,1,3,5,4.0,0,2,1
410,1,2,3,2,,0,2,0
410,1,2,3,9,,0,2,0
410,1,2,3,3,5.0,0,1,1
410,1,2,3,3,5.0,0,1,1
448,1,1,3,0,6.0,0,2,0
448,1,1,3,1,5.0,0,1,2
448,1,2,3,1,5.0,0,3,0
448,1,2,3,2,5.0,0,1,0
448,1,2,3,2,5.0,0,1,0
448,1,2,3,4,4.0,0,2,0
448,1,2,3,6,,0,2,0
448,1,2,3,7,4.0,0,1,0
