Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,kfold
1132,1,1,3,60,46.0,0,2,1,2
851,1,1,2,5,13.0,24,2,0,2
2401,1,1,2,30,25.0,27,2,0,2
1898,1,2,2,50,15.0,32,1,0,2
2401,1,1,2,20,20.0,28,2,0,2
1056,1,2,2,40,16.0,17,1,0,2
1212,1,1,2,40,43.0,3,3,1,2
2138,1,1,2,15,32.0,20,2,0,2
1898,2,1,2,20,44.0,8,1,0,2
2267,2,2,3,40,47.0,0,2,0,2
448,1,1,3,40,17.0,0,3,0,2
1678,1,2,2,10,35.0,7,1,0,2
283,2,2,3,20,28.0,0,1,0,2
789,2,1,2,10,15.0,20,2,0,2
984,1,2,2,50,32.0,8,2,0,2
732,2,1,2,10,25.0,1,2,0,2
731,1,1,2,60,33.0,4,2,0,2
488,2,1,3,30,32.0,0,2,1,2
2267,1,2,2,45,40.0,7,1,0,2
2840,1,1,2,20,50.0,1,2,1,2
3164,1,2,2,30,46.0,11,1,1,2
1385,1,1,2,15,24.0,16,3,0,2
915,1,2,2,10,13.0,15,3,0,2
677,2,1,3,25,7.0,0,1,0,2
916,2,1,2,15,25.0,12,1,0,2
1575,1,1,2,10,38.0,8,2,0,2
1385,1,1,2,30,24.0,16,2,1,2
1385,1,2,2,40,46.0,3,2,0,2
531,1,2,2,5,6.0,13,2,0,2
1132,1,2,3,30,36.0,0,3,0,2
232,2,2,3,10,15.0,0,3,0,2
2688,1,2,2,20,53.0,2,3,0,2
1385,1,2,2,20,28.0,17,2,0,2
2015,1,1,2,10,35.0,17,2,0,2
531,1,1,2,20,25.0,7,2,0,2
1478,1,1,3,15,46.0,0,2,0,2
1478,1,1,3,30,50.0,0,2,0,2
488,1,1,2,40,19.0,13,2,0,2
2267,1,2,2,20,20.0,14,2,1,2
1478,1,1,2,40,20.0,25,1,0,2
2139,2,2,3,10,25.0,0,1,1,2
3337,1,1,2,40,46.0,21,2,0,2
984,1,2,2,10,19.0,17,1,0,2
790,1,2,2,40,40.0,4,3,0,2
916,2,1,3,20,27.0,0,2,1,2
625,2,1,3,5,38.0,0,2,0,2
311,2,1,3,10,29.0,0,2,0,2
625,2,2,3,40,12.0,0,1,0,2
2401,1,1,3,20,50.0,0,2,1,2
2688,2,2,3,10,57.0,0,1,0,2
342,1,2,3,25,22.0,0,3,0,2
1478,1,1,3,40,44.0,0,2,1,2
1385,1,2,2,20,12.0,27,1,0,2
732,2,1,3,10,18.0,0,2,0,2
1576,1,2,2,30,31.0,15,2,0,2
1478,2,1,2,30,25.0,17,1,1,2
2139,1,2,3,30,53.0,0,1,0,2
1056,1,1,3,30,29.0,0,3,0,2
2139,1,2,2,20,30.0,23,2,0,2
851,2,1,3,15,27.0,0,1,0,2
2015,1,2,2,20,35.0,10,2,0,2
915,1,2,2,20,37.0,0,3,0,2
732,1,2,2,30,17.0,7,2,0,2
915,1,1,2,45,32.0,8,2,0,2
168,2,2,3,5,18.0,0,3,0,2
489,1,2,2,60,33.0,6,3,0,2
577,1,2,2,45,24.0,0,1,0,2
531,2,2,3,10,8.0,0,2,0,2
2999,1,2,2,10,34.0,19,1,0,2
1056,1,2,2,40,31.0,3,2,0,2
2840,1,2,2,10,31.0,13,2,0,2
342,1,2,2,10,20.0,2,2,0,2
342,2,2,3,50,26.0,0,2,0,2
916,2,1,3,10,37.0,0,2,0,2
1678,1,1,2,30,25.0,6,2,0,2
1296,1,2,2,40,35.0,1,3,0,2
2016,1,2,2,20,32.0,12,1,0,2
2139,1,1,2,50,15.0,38,3,0,2
531,1,2,2,80,30.0,2,3,0,2
1898,1,1,2,25,38.0,18,2,0,2
732,1,2,2,20,31.0,13,3,0,2
984,1,1,3,40,27.0,0,3,0,2
488,1,2,2,40,13.0,14,2,0,2
1056,2,1,2,20,23.0,17,3,0,2
2688,1,1,2,20,40.0,15,1,1,2
1785,2,1,3,10,48.0,0,2,2,2
626,1,2,2,80,19.0,8,2,0,2
2401,2,1,2,10,40.0,12,3,1,2
1056,1,2,2,30,36.0,1,2,0,2
2840,1,1,3,15,57.0,0,1,1,2
732,1,2,2,25,19.0,6,3,0,2
2267,2,1,3,10,49.0,0,1,0,2
984,1,1,2,20,26.0,6,2,0,2
915,2,1,2,10,27.0,8,1,0,2
625,1,2,2,10,17.0,18,2,0,2
2139,1,2,2,20,18.0,25,1,0,2
1132,1,2,2,30,40.0,5,2,0,2
1385,2,1,2,10,10.0,11,3,0,2
2541,1,1,2,20,53.0,33,3,0,2
984,2,1,2,5,10.0,3,2,0,2
1385,1,1,2,20,27.0,14,2,0,2
3500,1,2,2,15,43.0,17,2,0,2
2541,1,2,2,20,50.0,0,2,0,2
3500,1,1,2,20,21.0,32,1,0,2
3500,1,1,2,20,26.0,34,3,1,2
2401,1,2,2,5,8.0,35,2,0,2
448,2,1,2,20,20.0,9,1,0,2
2016,1,2,2,5,19.0,29,2,0,2
342,1,2,2,40,10.0,2,1,0,2
489,2,1,3,10,25.0,0,3,0,2
531,1,2,2,20,10.0,15,3,0,2
1478,1,1,2,15,34.0,10,2,0,2
1056,2,1,2,20,20.0,20,1,0,2
283,2,2,3,15,12.0,0,1,0,2
283,2,1,3,35,26.0,0,1,0,2
488,2,1,3,60,27.0,0,1,0,2
789,1,2,2,25,37.0,1,3,0,2
531,1,2,2,50,31.0,3,1,1,2
789,1,2,2,10,34.0,3,1,1,2
984,1,2,2,40,29.0,10,1,0,2
1212,1,1,2,40,25.0,9,3,0,2
1478,2,1,3,20,27.0,0,2,0,2
1385,1,1,3,40,52.0,0,2,1,2
2139,1,2,2,10,42.0,8,1,0,2
790,1,2,3,10,18.0,0,1,0,2
1056,1,1,3,10,39.0,0,1,1,2
342,1,2,2,40,12.0,13,2,0,2
1575,2,2,3,30,47.0,0,1,1,2
1296,2,1,2,5,8.0,16,2,0,2
1056,2,1,2,20,22.0,22,2,0,2
3500,1,1,2,10,28.0,29,2,0,2
2015,1,2,3,30,50.0,0,1,1,2
3164,1,2,2,15,54.0,3,3,0,2
1056,1,2,2,50,10.0,12,2,0,2
1576,2,2,3,5,45.0,0,3,1,2
1056,2,2,3,50,33.0,0,2,0,2
1575,1,2,2,25,28.0,16,1,0,2
3500,1,1,2,20,30.0,35,3,1,2
1132,1,1,2,10,18.0,25,2,0,2
789,1,2,2,5,20.0,3,1,0,2
851,2,2,3,5,28.0,0,2,0,2
2267,2,1,3,30,53.0,0,3,0,2
1132,1,2,2,30,21.0,14,1,1,2
2016,1,1,3,25,52.0,0,1,0,2
1297,2,1,2,30,39.0,6,2,0,2
150,1,1,3,40,18.0,0,1,0,2
2541,2,1,2,20,40.0,11,1,0,2
1132,2,1,2,20,32.0,11,2,0,2
256,1,2,2,10,20.0,2,1,0,2
342,2,2,3,70,29.0,0,1,0,2
3164,1,1,2,10,58.0,2,2,0,2
531,1,1,3,25,37.0,0,2,0,2
789,1,2,2,20,26.0,8,1,0,2
2016,1,1,3,5,30.0,0,2,1,2
1056,1,1,2,10,18.0,23,3,0,2
1132,1,2,3,80,40.0,0,2,0,2
488,1,1,3,45,25.0,0,1,0,2
448,2,1,2,30,28.0,3,2,0,2
489,2,1,3,20,10.0,0,1,0,2
2139,1,1,2,40,45.0,3,3,1,2
1478,1,1,2,5,10.0,32,2,0,2
1785,1,2,2,20,25.0,28,2,0,2
1478,1,1,2,40,24.0,20,1,0,2
1212,1,2,2,10,30.0,13,1,0,2
1478,1,1,2,60,27.0,16,2,0,2
677,2,1,2,40,30.0,2,1,0,2
1478,2,2,3,15,17.0,0,3,0,2
1785,2,1,3,40,45.0,0,2,0,2
531,1,1,2,5,30.0,5,1,0,2
2138,2,2,3,20,23.0,0,2,0,2
3337,1,1,2,15,37.0,21,1,0,2
2139,2,1,2,15,29.0,23,2,0,2
3164,2,1,2,10,44.0,11,1,0,2
1478,1,1,2,25,27.0,12,2,0,2
577,2,1,3,40,32.0,0,2,0,2
531,1,2,2,15,12.0,16,3,0,2
1678,1,1,2,40,17.0,4,2,0,2
1898,1,2,3,40,50.0,0,3,0,2
150,1,2,3,15,17.0,0,1,0,2
984,1,2,2,35,36.0,1,1,0,2
1678,1,2,3,15,40.0,0,2,1,2
789,2,1,3,20,31.0,0,2,0,2
2138,1,1,2,20,19.0,36,1,0,2
1212,1,1,2,20,18.0,22,1,0,2
984,1,2,3,60,31.0,0,3,0,2
1132,2,2,3,40,45.0,0,2,0,2
732,1,1,2,60,20.0,3,1,0,2
1056,1,2,2,30,35.0,13,3,1,2
489,2,1,2,25,18.0,11,1,0,2
1678,2,1,2,20,33.0,17,3,0,2
1576,1,2,2,15,25.0,18,2,0,2
1478,2,1,2,5,13.0,22,3,1,2
1056,1,1,3,60,47.0,0,2,0,2
1678,1,1,2,40,40.0,5,3,0,2
2402,2,2,3,15,55.0,0,3,0,2
3500,1,2,2,20,12.0,49,2,0,2
1478,1,1,3,45,45.0,0,2,0,2
410,1,2,2,30,25.0,7,1,0,2
2015,1,2,2,20,44.0,3,1,0,2
1898,2,1,3,20,15.0,0,1,1,2
2541,1,2,3,15,58.0,0,2,0,2
342,2,1,2,50,25.0,2,2,0,2
1056,1,1,2,50,35.0,6,2,0,2
312,2,1,3,10,14.0,0,2,0,2
232,1,2,2,35,20.0,4,1,0,2
1385,1,1,2,5,24.0,21,3,1,2
531,1,2,2,30,21.0,12,2,0,2
1576,1,1,3,30,50.0,0,3,1,2
1132,1,2,2,35,28.0,10,2,0,2
2016,1,1,2,15,30.0,20,2,0,2
851,1,1,2,20,19.0,12,1,0,2
2139,2,2,1,0,0.0,0,2,2,2
915,1,2,2,10,19.0,6,3,0,2
577,1,2,2,20,9.0,14,3,0,2
1296,1,2,2,60,9.0,29,1,0,2
1385,1,1,3,10,21.0,0,2,1,2
2840,1,2,2,20,43.0,11,3,0,2
311,2,2,3,20,11.0,0,3,0,2
677,1,2,2,20,26.0,12,2,0,2
732,1,1,3,60,34.0,0,2,0,2
677,1,1,2,30,13.0,18,2,0,2
731,2,2,3,80,27.0,0,2,0,2
2267,1,2,2,30,22.0,30,2,0,2
851,1,1,2,20,31.0,5,2,0,2
489,1,2,2,40,19.0,3,2,0,2
1132,1,2,2,10,27.0,12,2,1,2
850,2,1,2,30,26.0,14,2,0,2
984,2,1,2,5,29.0,11,1,0,2
851,1,1,2,20,12.0,16,1,0,2
1898,1,1,2,5,29.0,20,2,0,2
1212,1,2,2,40,35.0,9,1,0,2
1296,1,1,2,40,17.0,28,1,0,2
2139,2,2,3,20,42.0,0,3,0,2
851,1,2,2,60,32.0,4,2,0,2
851,1,1,2,10,26.0,14,2,0,2
2267,1,2,2,60,41.0,16,2,0,2
2999,1,2,2,30,52.0,6,1,1,2
1678,1,2,2,20,16.0,28,3,0,2
448,1,1,2,20,12.0,14,2,0,2
2541,1,2,3,15,60.0,0,3,1,2
1056,2,1,2,10,23.0,9,2,0,2
732,1,2,2,40,34.0,4,1,0,2
851,1,2,2,50,38.0,0,2,0,2
2016,1,2,2,10,16.0,30,2,0,2
2840,2,1,1,0,0.0,0,3,2,2
489,1,2,2,60,10.0,15,2,0,2
2688,2,2,3,5,50.0,0,1,1,2
625,1,1,2,10,14.0,17,3,0,2
789,1,2,2,20,20.0,13,1,0,2
851,2,1,2,30,16.0,17,2,0,2
488,1,2,3,45,32.0,0,1,0,2
789,2,1,2,20,19.0,20,1,0,2
3500,1,1,2,5,40.0,22,1,0,2
625,1,1,2,20,15.0,14,2,0,2
1898,1,1,3,25,44.0,0,1,0,2
1785,1,2,2,50,27.0,21,3,1,2
1297,2,1,3,10,44.0,0,1,1,2
915,2,1,3,25,9.0,0,2,0,2
1575,1,1,2,30,35.0,12,2,0,2
2687,1,2,2,60,26.0,28,1,0,2
448,1,2,2,25,17.0,11,2,0,2
1478,2,1,2,15,37.0,5,2,0,2
732,1,2,2,40,25.0,7,1,0,2
732,1,1,3,15,40.0,0,2,0,2
2015,1,2,2,40,33.0,12,2,0,2
1056,1,1,2,20,13.0,24,2,0,2
375,2,1,2,15,10.0,9,1,0,2
1575,1,1,3,40,45.0,0,2,1,2
625,1,1,2,20,33.0,1,2,0,2
232,1,1,3,20,19.0,0,1,0,2
915,1,1,2,30,24.0,19,3,0,2
732,2,1,2,15,20.0,14,1,0,2
1785,1,1,2,50,25.0,18,2,0,2
984,1,1,2,40,29.0,13,3,0,2
1297,1,2,2,80,33.0,5,1,2,2
2402,2,2,3,20,30.0,0,1,1,2
1132,1,1,2,10,20.0,19,2,0,2
375,1,1,2,25,32.0,1,2,0,2
2688,1,2,2,30,22.0,28,3,1,2
789,1,2,2,50,20.0,9,1,0,2
625,2,1,2,20,19.0,12,1,0,2
1786,1,2,2,45,44.0,3,2,0,2
625,2,1,3,10,16.0,0,2,0,2
984,2,2,3,25,42.0,0,2,0,2
915,1,2,2,40,18.0,18,2,0,2
851,2,1,2,25,15.0,24,2,0,2
2138,1,1,2,20,18.0,23,1,0,2
851,1,2,2,5,17.0,20,1,0,2
732,1,1,2,30,12.0,10,2,0,2
1056,1,1,3,30,12.0,0,2,0,2
2138,1,2,2,20,46.0,4,2,1,2
1385,1,2,3,5,26.0,0,2,0,2
625,1,1,2,15,24.0,8,3,0,2
1132,1,1,2,30,30.0,10,1,1,2
851,1,2,2,40,29.0,9,2,0,2
2688,1,1,2,10,41.0,23,2,0,2
410,2,1,3,15,26.0,0,1,0,2
448,2,1,2,10,14.0,15,2,0,2
1678,2,1,2,20,33.0,14,2,0,2
448,2,2,3,35,30.0,0,2,0,2
342,1,2,3,15,26.0,0,1,0,2
916,1,1,2,10,10.0,25,2,0,2
1212,2,2,3,15,40.0,0,2,0,2
2999,2,1,2,20,50.0,5,2,0,2
1212,2,1,2,60,44.0,5,1,0,2
342,2,1,3,5,20.0,0,2,0,2
850,1,2,2,20,19.0,19,1,0,2
1385,1,1,3,20,40.0,0,2,1,2
577,1,1,2,20,16.0,19,1,0,2
577,1,2,2,35,17.0,14,2,0,2
311,2,1,2,20,17.0,0,3,0,2
3500,1,2,2,60,37.0,20,1,0,2
577,1,1,2,30,24.0,12,1,0,2
915,2,1,2,5,18.0,19,1,0,2
3500,2,1,2,10,30.0,23,2,1,2
312,2,1,3,45,25.0,0,1,0,2
916,2,1,2,20,12.0,22,3,0,2
3500,1,1,2,80,25.0,29,1,0,2
789,1,2,2,20,16.0,17,1,0,2
2840,1,1,2,10,35.0,11,2,0,2
3500,2,2,3,10,50.0,0,3,0,2
1132,1,1,2,20,12.0,25,2,0,2
448,1,2,2,20,26.0,2,1,0,2
1478,1,2,2,20,23.0,9,3,0,2
256,1,2,2,20,16.0,5,2,0,2
1132,1,2,2,10,30.0,8,2,0,2
2541,1,1,2,20,56.0,7,2,1,2
3500,1,2,2,25,24.0,35,3,1,2
531,1,1,2,40,11.0,11,2,0,2
2139,1,2,2,40,34.0,19,1,0,2
2267,2,1,2,20,47.0,2,2,0,2
2541,1,2,2,40,49.0,0,1,0,2
2015,1,1,2,20,23.0,28,1,0,2
915,1,1,3,30,15.0,0,1,0,2
1575,2,1,2,10,11.0,8,2,0,2
489,1,2,3,30,20.0,0,2,0,2
2015,1,1,2,5,30.0,19,3,0,2
1132,1,2,2,10,10.0,28,1,0,2
577,1,2,2,5,18.0,10,1,0,2
1785,2,1,3,45,45.0,0,1,0,2
677,1,2,2,25,15.0,21,2,0,2
2016,1,2,2,20,40.0,11,1,0,2
789,1,1,2,20,39.0,0,3,0,2
2840,1,2,2,15,20.0,32,1,0,2
625,1,2,2,5,10.0,18,3,0,2
531,2,1,2,20,22.0,11,3,0,2
2840,1,1,2,15,19.0,31,1,1,2
1212,1,2,3,80,43.0,0,3,0,2
984,1,1,2,30,32.0,6,1,0,2
789,2,1,2,20,18.0,11,1,0,2
1678,1,2,2,30,36.0,4,1,0,2
2267,2,2,1,0,0.0,0,2,1,2
1212,1,1,2,5,30.0,15,1,0,2
1576,2,1,2,20,25.0,15,1,0,2
1478,1,1,2,40,22.0,16,2,0,2
1132,2,1,2,25,17.0,18,1,0,2
851,1,2,2,30,25.0,11,2,0,2
2401,1,1,2,20,52.0,1,1,0,2
1478,2,1,2,20,28.0,7,2,0,2
731,2,1,2,15,20.0,8,2,0,2
448,1,2,2,65,24.0,8,3,0,2
1786,2,1,2,10,20.0,7,2,0,2
1385,1,2,2,50,17.0,30,2,0,2
626,1,2,2,40,13.0,12,2,0,2
915,1,1,2,30,39.0,2,1,0,2
2688,1,2,3,15,37.0,0,1,1,2
577,1,2,2,25,31.0,2,3,0,2
448,1,2,2,30,23.0,3,3,0,2
1385,2,2,3,40,36.0,0,1,0,2
577,1,1,2,10,10.0,14,2,0,2
1296,2,1,3,30,37.0,0,3,0,2
1785,1,2,2,50,35.0,15,2,0,2
1212,1,2,2,20,26.0,14,3,0,2
1132,1,2,2,20,27.0,10,2,0,2
2541,1,2,2,15,52.0,17,2,0,2
915,1,2,2,35,34.0,2,2,0,2
1296,1,2,2,30,20.0,11,3,0,2
3337,1,2,2,20,40.0,7,3,0,2
2401,1,1,3,15,52.0,0,3,0,2
2401,1,2,2,10,10.0,15,2,0,2
1478,1,1,2,20,43.0,2,3,1,2
1385,1,1,2,5,18.0,25,3,0,2
2999,2,1,2,10,10.0,29,2,0,2
1678,2,1,2,10,15.0,31,2,0,2
448,1,2,2,40,37.0,1,3,0,2
1678,2,2,3,10,19.0,0,1,0,2
1297,1,2,3,15,51.0,0,2,0,2
1056,2,2,3,5,25.0,0,3,0,2
1385,1,1,2,40,32.0,11,1,0,2
1385,1,2,2,10,10.0,25,1,0,2
1385,1,1,2,40,45.0,4,1,0,2
2999,1,1,2,40,56.0,2,1,2,2
577,1,1,2,15,12.0,16,1,0,2
1296,1,1,2,30,47.0,1,2,0,2
2688,1,2,3,40,51.0,0,2,2,2
984,1,2,2,20,26.0,16,2,0,2
3337,1,2,2,40,30.0,16,1,1,2
2999,1,1,3,10,60.0,0,2,1,2
677,1,1,3,60,20.0,0,1,0,2
851,1,2,2,30,36.0,2,2,0,2
1785,1,1,2,40,11.0,35,1,1,2
851,2,1,2,10,13.0,24,2,1,2
732,2,1,2,10,9.0,15,2,0,2
531,2,1,2,40,25.0,5,2,0,2
577,1,2,3,15,10.0,0,3,0,2
488,1,2,3,15,19.0,0,1,1,2
1297,1,2,2,20,43.0,4,2,0,2
1478,1,2,2,10,20.0,26,3,0,2
1056,2,1,2,50,30.0,9,2,0,2
2840,1,1,3,5,58.0,0,2,1,2
1212,1,1,2,80,46.0,4,2,0,2
3500,2,2,3,20,60.0,0,1,0,2
916,2,1,2,40,27.0,11,2,0,2
1212,1,1,2,25,22.0,16,1,0,2
731,1,2,2,20,25.0,10,1,0,2
448,2,2,3,10,32.0,0,1,0,2
1576,1,2,2,30,31.0,12,1,0,2
851,1,1,2,10,27.0,7,1,0,2
1212,1,2,2,20,9.0,26,3,0,2
2401,1,2,2,30,35.0,16,1,0,2
1478,1,1,2,25,47.0,1,2,0,2
732,2,1,2,20,16.0,15,1,0,2
1296,2,1,2,5,33.0,10,2,0,2
2016,2,1,2,20,28.0,3,1,0,2
448,1,2,3,40,25.0,0,1,0,2
2016,1,1,2,40,40.0,11,2,1,2
3500,1,1,2,20,47.0,15,2,1,2
732,1,1,2,35,13.0,15,2,0,2
1296,1,2,2,20,33.0,3,1,0,2
677,2,1,2,20,18.0,7,2,1,2
1385,1,1,2,40,38.0,2,3,0,2
1576,1,1,2,60,22.0,25,2,0,2
2541,1,1,2,35,50.0,1,1,0,2
1786,2,1,2,15,40.0,9,2,0,2
411,1,1,3,20,23.0,0,2,0,2
2402,1,1,3,60,54.0,0,1,0,2
2267,2,1,2,15,38.0,15,3,0,2
2401,1,2,2,30,35.0,18,1,0,2
1898,2,1,2,10,40.0,7,2,0,2
984,2,2,3,40,27.0,0,2,0,2
625,2,1,2,20,16.0,20,2,0,2
3165,2,1,3,15,45.0,0,2,0,2
168,2,1,3,5,21.0,0,2,0,2
1898,1,1,2,15,20.0,26,1,0,2
577,1,2,2,40,27.0,5,3,0,2
984,2,1,2,10,22.0,9,2,0,2
256,1,1,2,25,14.0,7,2,0,2
789,2,1,2,40,30.0,2,2,0,2
1296,2,1,3,5,44.0,0,2,1,2
3165,1,1,2,20,42.0,23,3,1,2
851,2,2,3,30,26.0,0,2,0,2
1678,2,2,3,20,44.0,0,1,0,2
1576,1,1,2,40,41.0,6,3,0,2
1785,1,2,2,20,42.0,4,1,0,2
188,2,1,3,40,25.0,0,2,0,2
410,1,1,2,45,21.0,2,1,0,2
2402,1,2,2,10,38.0,12,2,0,2
625,1,2,2,10,24.0,14,3,0,2
790,2,1,2,60,26.0,9,1,0,2
2688,1,1,3,40,57.0,0,2,0,2
789,1,2,2,30,30.0,4,2,0,2
984,2,1,2,5,10.0,26,2,0,2
1056,1,1,3,20,45.0,0,1,1,2
1056,1,2,2,50,13.0,22,2,0,2
1576,1,2,2,70,13.0,29,2,0,2
283,2,2,3,40,27.0,0,2,0,2
2688,2,1,2,20,52.0,3,2,0,2
1898,2,1,2,20,34.0,16,2,0,2
1678,1,1,3,30,46.0,0,3,1,2
1132,1,1,2,80,27.0,11,3,0,2
342,2,2,3,20,10.0,0,2,0,2
488,1,2,2,40,26.0,3,1,0,2
915,1,2,2,50,42.0,20,2,0,2
3337,2,2,3,20,40.0,0,1,0,2
1576,1,2,2,15,38.0,4,1,0,2
626,1,1,2,20,11.0,17,2,0,2
2267,1,1,2,35,30.0,21,3,0,2
1385,2,1,2,30,25.0,22,3,0,2
1132,1,1,2,20,33.0,6,2,0,2
1576,1,2,2,40,29.0,25,2,0,2
3500,1,2,2,50,15.0,45,3,1,2
677,1,2,2,30,19.0,9,2,0,2
1785,2,1,2,15,35.0,7,1,0,2
531,1,2,2,15,9.0,18,1,0,2
2016,2,1,2,20,38.0,15,2,0,2
1785,1,1,3,20,44.0,0,1,1,2
2999,1,2,2,30,35.0,24,1,0,2
2267,1,2,2,30,10.0,35,1,0,2
2015,1,2,2,40,33.0,14,3,0,2
732,1,2,2,20,29.0,8,3,0,2
1132,1,1,2,40,31.0,14,2,0,2
3337,1,1,2,10,25.0,31,1,0,2
531,2,1,2,40,22.0,9,2,0,2
851,2,2,3,10,20.0,0,3,0,2
375,2,1,3,10,25.0,0,3,0,2
1898,1,1,2,30,36.0,15,1,2,2
3165,1,1,3,40,50.0,0,1,0,2
488,2,1,2,30,33.0,0,2,0,2
1296,1,2,2,40,17.0,13,1,0,2
1478,1,2,2,30,39.0,8,2,0,2
1678,1,2,2,10,20.0,9,2,0,2
2015,2,1,2,10,22.0,7,2,0,2
3500,1,2,3,15,60.0,0,1,1,2
1385,2,1,2,50,47.0,0,1,0,2
2139,1,2,2,15,30.0,18,2,0,2
1678,1,1,2,30,10.0,34,2,0,2
2016,1,1,3,60,51.0,0,2,0,2
1898,1,1,3,5,51.0,0,2,0,2
1785,1,2,2,15,9.0,35,1,0,2
984,1,1,2,20,26.0,12,3,1,2
3164,1,1,2,20,20.0,25,1,1,2
1296,2,1,2,10,39.0,1,1,0,2
915,2,1,2,10,31.0,2,1,0,2
1132,1,2,2,40,24.0,20,3,0,2
3165,1,2,3,25,60.0,0,1,0,2
1678,1,1,3,40,52.0,0,3,1,2
625,2,1,2,10,14.0,20,1,0,2
2840,1,2,2,20,22.0,14,3,1,2
410,1,1,2,95,22.0,8,2,0,2
410,2,2,3,25,28.0,0,2,0,2
851,1,1,3,60,35.0,0,2,0,2
1385,1,2,2,20,15.0,25,3,0,2
789,1,2,3,25,29.0,0,1,0,2
2016,1,2,2,10,28.0,13,2,0,2
2999,1,2,2,15,20.0,34,2,0,2
489,1,2,2,15,14.0,15,1,0,2
488,1,1,2,40,21.0,10,3,0,2
851,1,1,2,5,26.0,6,2,0,2
1575,2,2,3,5,29.0,0,2,0,2
1056,1,2,2,40,30.0,7,1,0,2
1678,1,2,3,20,45.0,0,1,0,2
311,1,2,2,40,20.0,12,1,0,2
209,2,1,2,40,19.0,1,1,0,2
984,1,2,2,25,34.0,0,3,0,2
3500,1,1,2,60,18.0,43,3,1,2
1056,2,1,2,10,17.0,22,2,0,2
1385,1,1,2,40,39.0,4,2,1,2
312,1,2,2,20,20.0,7,3,0,2
410,2,2,3,10,12.0,0,1,0,2
283,1,2,3,45,24.0,0,1,1,2
488,1,2,2,10,17.0,14,2,0,2
1678,1,2,2,30,32.0,10,1,1,2
3337,1,1,2,15,50.0,6,1,0,2
3500,2,1,3,20,53.0,0,2,0,2
851,2,2,3,10,29.0,0,2,0,2
851,1,1,3,5,31.0,0,2,0,2
1898,1,1,2,25,20.0,21,1,0,2
1898,1,1,2,60,50.0,2,1,0,2
2015,1,2,2,20,17.0,25,2,0,2
851,1,2,2,30,17.0,22,1,0,2
531,1,2,2,60,26.0,10,2,0,2
2138,1,1,2,40,20.0,28,2,0,2
3165,1,1,2,30,44.0,10,1,0,2
2267,1,1,2,10,53.0,7,2,0,2
2999,1,1,2,20,38.0,14,2,1,2
1296,1,2,2,20,10.0,0,2,0,2
2688,1,2,2,20,25.0,30,3,0,2
2999,1,1,2,40,47.0,9,1,0,2
1296,2,1,2,10,5.0,15,2,0,2
790,1,2,2,20,36.0,7,2,1,2
789,1,1,2,10,20.0,18,3,0,2
732,1,2,2,15,8.0,14,2,0,2
916,1,2,2,20,10.0,25,2,0,2
1385,1,2,2,40,19.0,23,2,0,2
531,2,2,3,25,27.0,0,2,0,2
789,1,1,2,30,18.0,21,1,0,2
851,1,2,2,20,20.0,14,2,0,2
448,1,2,2,40,16.0,10,1,0,2
448,1,1,2,15,21.0,11,2,0,2
984,1,2,2,5,32.0,8,2,0,2
850,2,1,2,20,18.0,16,3,0,2
1898,1,1,2,40,20.0,19,1,0,2
731,2,1,2,40,30.0,6,2,0,2
790,1,2,3,5,40.0,0,2,0,2
342,2,1,3,25,33.0,0,1,0,2
625,1,1,2,10,33.0,2,2,0,2
1385,1,1,2,20,22.0,13,2,0,2
448,2,1,2,10,14.0,12,2,0,2
789,1,2,2,25,19.0,20,3,0,2
256,1,1,2,30,20.0,4,2,0,2
625,1,2,2,30,20.0,7,2,0,2
1296,1,2,2,50,38.0,9,3,0,2
256,2,2,3,15,24.0,0,1,0,2
2267,1,2,3,20,55.0,0,2,1,2
3500,1,2,2,5,21.0,37,1,0,2
789,1,2,2,20,22.0,9,2,0,2
1678,2,1,2,5,36.0,12,1,0,2
1478,1,2,2,30,13.0,28,1,0,2
2688,2,1,3,30,57.0,0,3,0,2
1576,1,1,3,25,42.0,0,1,0,2
1898,1,2,2,15,35.0,16,2,1,2
851,2,2,3,20,15.0,0,3,0,2
677,1,2,2,20,10.0,17,3,0,2
448,2,1,2,20,20.0,2,2,0,2
531,2,2,3,40,35.0,0,2,0,2
2267,1,1,3,10,51.0,0,2,2,2
1296,2,1,2,5,27.0,13,2,1,2
1898,1,2,2,25,33.0,18,1,0,2
1786,1,1,2,20,33.0,9,3,0,2
577,1,2,2,20,17.0,11,1,0,2
1898,1,2,2,40,49.0,3,1,0,2
1898,1,2,2,10,23.0,13,3,0,2
1132,1,1,2,10,22.0,17,2,0,2
1132,2,1,2,50,36.0,18,2,0,2
1296,1,2,2,30,31.0,11,2,0,2
1678,1,1,2,20,39.0,7,3,0,2
488,1,2,2,20,13.0,12,2,0,2
1385,1,1,3,30,46.0,0,1,1,2
1898,1,1,3,5,45.0,0,3,0,2
790,2,1,2,20,26.0,8,1,1,2
1576,2,2,3,30,45.0,0,3,0,2
2688,1,1,2,40,38.0,10,3,0,2
311,2,2,3,10,15.0,0,3,0,2
916,1,1,2,20,25.0,18,3,0,2
2402,1,2,3,5,45.0,0,3,0,2
1385,1,1,2,10,42.0,3,1,0,2
